tur-pa-9001 | T.8.3.18 | z2 | k0 | Bir kentin sesleri, o kentin saatini tutar. Sabahın ilk ışığında simit tezgâhının tıkırtısı duyulur; öğleye doğru sesler kalabalı… | ✓Kentteki en yüksek ses vapur düdüğüdür.
tur-pa-2198 | T.8.3.21 | z4 | k0 | Dedemin kalın, bez ciltli bir defteri vardı; her yıl aynı sayfalara aynı başlıkları yazardı: ilk yağmurun günü, ilk çiçeğin günü,… | ✓Tutulan kayıtların biriken deneyimi karara d…
tur-pa-2199 | T.8.3.18 | z4 | k0 | Gıda kaybı denince akla önce sofradan artan yemek gelir; oysa kayıp, ürün daha tarladan çıkarken başlar. Hasatta dalda unutulan, … | ✓Tablodaki oranlar bütün üreticiler ve ürünle…
tur-pa-2200 | T.8.3.19 | z4 | k0 | Yeni bir buğday çeşidi bir sabah laboratuvarda icat edilmez. Islahçı önce ne aradığını tarif eder: belki hastalığa dayanıklılık, … | ✓Yıllara Yayılan Bir Çeşit Arayışı
tur-pa-3001 | T.8.3.16 | z1 | k0 | Müzeye giren her esere, daha rafa yerleştirilmeden bir numara verilir. Bu numara eserin hangi yıl, hangi yolla geldiğini ve kaçın… | ✓Müzeye giren esere numara verilmesi
tur-pa-3002 | T.8.3.17 | z1 | k0 | Bazı müzelerde vitrindeki eserin birebir kopyası, ayrı bir masada ziyaretçilerin eline bırakılır. Görme engelli biri bu kopyayla … | ✓Dokunmalı kopyalar serginin ikinci bir anlat…
tur-pa-3003 | T.8.3.18 | z2 | k0 | Bir müze, koleksiyonundaki eseri başka bir şehirdeki sergiye ödünç verirken yolculuk daha başlamadan bir rapor hazırlanır. Rapord… | ✓Taşıma masrafının ödünç alan müzece karşılan…
tur-pa-3004 | T.8.3.25 | z2 | k0 | Bir tablonun künyesinde “Sanatçısı bilinmiyor” yazması, o tablo hakkında hiçbir şey bilinmediği anlamına gelmez. Müze, eserin han… | ✓Sanatçısı bilinmeyen bir eser üzerinde de bi…
tur-pa-3005 | T.8.3.32 | z2 | k0 | Bir müzede kâğıt ve tekstil eserlerin bulunduğu dört salonda, bir hafta boyunca bağıl nem ölçülmüştür. Aşağıdaki tabloda her salo… | ✓İstenen aralığın dışına hiç çıkmayan iki sal…
tur-pa-3006 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda numaralanmış cümlelerle bir paragraf oluşturulmuştur. Numaralanmış cümlelerden hangisi düşüncenin akışını bozma… | ✓V
tur-pa-3007 | T.8.3.21 | z2 | k0 | Babaannemin dikiş makinesini müzeye verdiğimizde, görevli bana makineyi değil, onu kullanan kişiyi sordu. Kaç yıl çalıştığını, ha… | ✓Bir eşyayı değerli kılan, onunla birlikte ak…
tur-pa-3008 | T.8.3.34 | z2 | k0 | Bir eseri korumanın iki yolu vardır. Birincisinde yapı ya da eser bulunduğu yerden alınır, bir binanın içine taşınır; sıcaklık, n… | ✓Karşılaştırmadan yararlanma
tur-pa-3009 | T.8.3.19 | z2 | k0 | Bir fosil, topraktan çıktığı gün vitrine konmaz. Kemik çoğu zaman sert bir kaya kütlesinin içindedir ve o kütleyle birlikte labor… | ✓Fosili Vitrine Hazırlayan Aylar
tur-pa-3010 | T.8.3.11 | z3 | k0 | Rehber olarak ilk turuma sabahın erken saatinde çıktım. Salon henüz boştu; camlardan giren ışık, taş zeminde uzun dikdörtgenler ç… | ✓Birinci kişinin ağzından öyküleme ile betiml…
tur-pa-3011 | T.8.3.18 | z3 | k0 | Bir serginin duvarına asılan tanıtım metni, kitap sayfası değildir. Ziyaretçi o metni ayakta, kalabalığın arasında ve çoğu zaman … | ✓Metnin hangi yabancı dillere çevrilmesi gere…
tur-pa-3012 | T.8.3.21 | z3 | k0 | Restoratör, tablonun sağ alt köşesinde bir pul büyüklüğündeki alanı temizledi ve durdu. Yüz yıllık verniğin altından çıkan mavi, … | ✓ölçümün bittiği yerde yorumun devreye girdiğ…
tur-pa-3013 | T.8.3.17 | z3 | k0 | Bir sergide eserlerin duvara hangi sırayla asıldığı, sanılanın aksine yalnızca yer bulma işi değildir. Aynı yirmi eser, iki ayrı … | ✓Eserlerin sergideki sırası, serginin söyledi…
tur-pa-3014 | T.8.3.32 | z3 | k0 | Bir müzede ziyaretçilerin her salonda ortalama kaç dakika kaldığı bir hafta boyunca ölçülmüştür. Ölçümden sonra müze; 2, 3 ve 5 n… | ✓Bank konulan salonların üçünde de kalma süre…
tur-pa-3015 | T.8.3.25 | z3 | k0 | Denizden topladığım taşları yıllarca bir kutuya attım. Kutu dolunca içinden hiçbir taşı bulamaz oldum; hepsi birbirine benziyordu… | ✓Taşları kayda geçirip kıyılarına göre ayırma…
tur-pa-3016 | T.8.3.16 | z3 | k0 | (I) Kurutulup kalın kartonlara tutturulmuş bitkilerin saklandığı herbaryumlarda en sinsi tehlikelerden biri, kurumuş yaprakları k… | ✓IV
tur-pa-3017 | T.8.3.34 | z3 | k0 | Bir yığınla bir koleksiyonu ayıran şey, parçaların çokluğu değildir. Koleksiyon, aralarında bir ölçüt bulunan ve bu ölçüte göre b… | ✓Tanımlama ve örneklendirme
tur-pa-3018 | T.8.3.21 | z4 | k0 | On bir yıldır aynı salonda duruyorum. Duvardaki büyük deniz manzarası, ilk günlerde benim için yalnızca bir resimdi: gövdesi çatl… | ✓Uzun süre bakmanın, okuyarak edinilemeyecek …
tur-pa-3019 | T.8.3.18 | z4 | k0 | Bir müzeye bağışlanan tablonun künyesine “on dokuzuncu yüzyıl” yazılmadan önce üç ayrı yoldan gidilir. Birincisi belgedir: tablon… | ✓Üç yöntem içinde en güvenilir sonucu malzeme…
tur-pa-3020 | T.8.3.19 | z4 | k0 | Serginin son günü akşam altıda kapı kapandığında salonda yalnızca beş kişi kalmıştı. Kimse alkışlamadı; sökme işi öylece başladı.… | ✓Bir Serginin Son Gecesi
tur-pa-3081 | T.8.3.16 | z1 | k0 | Bir trenin yol ayrımında hangi hatta gideceğini, makas adı verilen düzenek belirler. Makasta, ray boyunca kayabilen kısa ve ucu s… | ✓Makasın, trenin gideceği hattı belirleme biç…
tur-pa-3082 | T.8.3.17 | z1 | k0 | Hemzemin geçitte bariyer, tren daha görünmeden iner. Bu erken iniş bir aksaklık değil, zorunluluktur; çünkü çelik tekerlekli bir … | ✓Geçitte durma sorumluluğu, duramayan trenin …
tur-pa-3083 | T.8.3.18 | z2 | k0 | Rayların altındaki kırma taş yığını, oraya düzen olsun diye serilmez. Balast denen bu taş katmanı önce yükü dağıtır: Tekerleğin t… | ✓Balastta kullanılan taşın hangi kayaçtan eld…
tur-pa-3084 | T.8.3.34 | z2 | k0 | Aynı hattı paylaşan iki tren birbirine hiç benzemez. Yolcu treni hafiftir; çabuk hızlanır, duraklarda kısa bekler ve saatine sıkı… | ✓Karşılaştırma ve örneklendirme
tur-pa-3085 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-3086 | T.8.3.21 | z2 | k0 | Köyden ilçedeki okula her sabah aynı minibüsle giderdik. Şoför, kalkmadan önce dikiz aynasından arka sıraları sayar, eksik varsa … | ✓Yolcularını tek tek tanıyıp her birinin duru…
tur-pa-3087 | T.8.3.19 | z2 | k0 | Çocukken trende tekerlek seslerini sayardım: tak-tak, tak-tak. O ses, rayların eklerinde bırakılan küçük boşluklardan gelirdi. Ek… | ✓Kaybolan Tıkırtının Nedeni
tur-pa-3088 | T.8.3.32 | z2 | k0 | Kuzey İstasyonu ile Liman arasındaki hatta hafta içi günde dört sefer yapılıyor. Hattın üzerinde biri büyük, dördü küçük olmak üz… | ✓Küçük duraklardan binen yolcu sayısının gün …
tur-pa-3089 | T.8.3.11 | z2 | k0 | Kasabanın gar binası on yıldır kapalı. Kimileri yıkılmasını istiyor; onlara göre bina işlevini yitirmiştir, yeri otopark olarak d… | ✓Açıklama ve tartışma
tur-pa-3090 | T.8.3.17 | z3 | k0 | Demiryolları yayılmadan önce saat, her kasabanın kendi işiydi. Güneş tam tepeye geldiğinde öğle sayılır, meydandaki saat ona göre… | ✓Ortak saatin, tren tarifelerinin zorunlu bir…
tur-pa-3091 | T.8.3.18 | z3 | k0 | İki tren aynı hatta karşı karşıya gelmesin diye hat, blok denen bölümlere ayrılır. Kural basittir: Bir blokta aynı anda yalnızca … | ✓Blokların uzunluğunun neye göre belirlendiği…
tur-pa-3092 | T.8.3.21 | z3 | k0 | İstasyonda anons yapmaya başladığım ilk günlerde cümlelerimi uzun kurardım: “Değerli yolcularımız, saat on dört otuzda kalkacak o… | ✓aranan iki bilgiyi öne almaktır
tur-pa-3093 | T.8.3.25 | z3 | k0 | Bir vadinin iki yakasında, birbirine bir saat uzaklıkta iki kasaba vardır. Yüz yıl önce ikisi de aynı büyüklükteydi; ikisinde de … | ✓Güneydeki kasabanın gelişmesini taşıma olana…
tur-pa-3094 | T.8.3.16 | z3 | k0 | (I) Havalimanlarında her pistin iki ucuna, havadan okunabilecek büyüklükte birer numara boyanır. (II) Bu numara, o uçtan pist boy… | ✓IV
tur-pa-3095 | T.8.3.17 | z3 | k0 | Bir orman işletmesinde tomrukları vadi tabanına indirmek yıllarca sorun oldu. Geniş hat döşemek için yamacı oymak, yüzlerce ağacı… | ✓Bir taşıma yolunun değeri, kurulduğu araziye…
tur-pa-3096 | T.8.3.19 | z3 | k0 | Bir vadiyi aşan demiryolu köprüsüne bakınca önce ayakları görürsünüz: Taştan ya da betondan, birbirinden eşit aralıklı, yukarı do… | ✓Köprüyü Taşıyan Ayaklar
tur-pa-3097 | T.8.3.21 | z3 | k0 | Kuşetli vagonda altı yatak vardır; yolculuk boyunca tanımadığın beş kişiyle aynı küçük odayı paylaşırsın. İlk gece bu bana tuhaf … | ✓Kısa bir yakınlaşmanın uzun sessizlikten çok…
tur-pa-3098 | T.8.3.32 | z4 | k0 | Bir kasaba istasyonunda bir hafta boyunca, seçilen beş seferde trene binen yolcu sayısı sayıldı. Sayımı, vagon dağılımını yeniden… | ✓Akşam on dokuzdaki sefere binen yolcu sayısı…
tur-pa-3099 | T.8.3.21 | z4 | k0 | Bir trenin tekerleği de üstünde yürüdüğü ray da çeliktendir. İki sert yüzeyin birbirine değdiği alan, küçük bir madenî paradan bü… | ✓izleyeceği güzergâhı baştan sınırlandırır
tur-pa-3100 | T.8.3.25 | z4 | k0 | Bir banliyö hattında aynı istasyondan iki sefer kalkıyor. Sabah seferinde biletlerde koltuk numarası yok; akşam seferinde ise her… | ✓Perondaki yığılmanın nedeni kalabalık değil,…
tur-pa-3061 | T.8.3.16 | z1 | k0 | Bilye oyunu, avuçtaki renkli camlarla değil, yere çizilen bir çizgiyle başlar. Oyunu ayakta tutan da bilyeler değil, o çizgi üzer… | ✓Bir oyunun, malzemesiyle değil ortak anlaşma…
tur-pa-3062 | T.8.3.17 | z1 | k0 | Yeğenime doğum gününde tahtadan bir kamyon aldım. Ne ışığı vardı ne sesi; beğenmeyecek diye epeyce korktum. Oysa o, motor sesini … | ✓Çocuğu kendi oyununu kurmaya yönelten oyunca…
tur-pa-3063 | T.8.3.18 | z2 | k0 | Oyuncak kutularının üzerindeki “3 yaşından küçük çocuklar için uygun değildir” uyarısı çoğu zaman “bu oyuncak zordur” anlamında o… | ✓Uyarıya uymayan üreticilere uygulanan yaptır…
tur-pa-3064 | T.8.3.34 | z2 | k0 | Yeni bir kutu oyununa başlarken kural kitapçığını okumak, hiç yapmadığın bir yemeğin tarifini okumaya benzer. Tarif malzemeleri s… | ✓Anlatılan durum, bilinen başka bir işe benze…
tur-pa-3065 | T.8.3.19 | z2 | k0 | Uçurtma yapmanın en çok atlanan adımı kuyruktur. İskelet kurulur, kâğıt gerilir, ip bağlanır; sıra kuyruğa gelince “süs” diye bak… | ✓Uçurtmayı Dengede Tutan Kuyruk
tur-pa-3066 | T.8.3.21 | z2 | k0 | Topaç, yere değdiği tek bir noktanın üzerinde durur; oysa aynı topacı hareketsizken o noktaya oturtmaya çalışsan hemen yana devri… | ✓hâlâ sürmekte olan hızlı dönüşüdür
tur-pa-3067 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda, bir okulun bahçesini anlatan paragrafın cümleleri numaralandırılmıştır. Numaralanmış cümlelerden hangisi düşün… | ✓IV
tur-pa-3068 | T.8.3.11 | z2 | k0 | Tavan arasındaki sandığın kapağını kaldırınca önce toz kokusu geldi. En üstte, boyası çatlamış teneke bir tren duruyordu; tekerle… | ✓Betimleyici anlatım kullanılmış, varlıklar g…
tur-pa-3069 | T.8.3.17 | z2 | k0 | Yalnızca beceriye dayanan bir oyunda güçlü oyuncu hemen hemen her el kazanır; zayıf oyuncu birkaç elden sonra masadan kalkar. Oyu… | ✓Oyundaki şans payı, farklı düzeydeki oyuncul…
tur-pa-3070 | T.8.3.25 | z3 | k0 | Saklambaçta ebe duvara döner, gözlerini kapatır ve saymaya başlar. O sırada arkasında ne olup bittiğini görmemesi beklenir; oysa … | ✓Sokak oyunlarında kuralları belirleyen kişi …
tur-pa-3071 | T.8.3.32 | z3 | k0 | Sekizinci sınıflar, bağlı oldukları ilkokulun bahçesinde teneffüslerde hangi oyunların oynandığını merak etti. Bir hafta boyunca … | ✓Sek sek ile bilyenin toplam katılım sayısı, …
tur-pa-3072 | T.8.3.18 | z3 | k0 | Bir ilçede kapanmak üzere olan küçük bir oyuncakçı, geçen yıl vitrinine yeni bir yazı astı: “Kırık oyuncağını getir, birlikte bak… | ✓Dükkâna getirilen oyuncakların nasıl kırıldı…
tur-pa-3073 | T.8.3.21 | z3 | k0 | Çocukken oynadığımız oyunların çoğu bitmezdi, kesilirdi. Akşam serinliği bastırır, pencerelerden adlarımız seslenilir, top birini… | ✓İki oyunu ayıran şeyin, bitişe kimin karar v…
tur-pa-3074 | T.8.3.34 | z3 | k0 | Çocuk odasını oyuncakla doldurmanın onu mutlu edeceği düşünülür. Ne kadar çok seçenek olursa çocuğun o kadar uzun oynayacağı, can… | ✓Karşıt iki durum, sonuçlarıyla karşılaştırıl…
tur-pa-3075 | T.8.3.16 | z3 | k0 | (I) Çember çevirmek, telden ya da demirden yapılmış bir halkayı ucu çatallı bir sopayla iterek sokak boyunca yuvarlamaya dayanan … | ✓II
tur-pa-3076 | T.8.3.19 | z3 | k0 | Bir kitabı okur, rafa geri koyarız; bir oyuncakla ise çocuk birkaç ay oynar, sonra onu dolabın köşesinde unutur. Oyuncağın dayand… | ✓Ödünç Alınıp Geri Verilen Oyuncaklar
tur-pa-3077 | T.8.3.11 | z3 | k0 | Mangala, karşılıklı iki sıra hâlinde dizilmiş kuyulardan ve her oyuncunun kendi tarafındaki bir hazineden oluşan bir tahtada oyna… | ✓Bilinmeyen bir konu, işleyişi adım adım açık…
tur-pa-3078 | T.8.3.25 | z4 | k0 | Bir ilçe belediyesi, dört mahalledeki oyun alanlarını yenilemeden önce bir bahar günü boyunca bu alanları gözledi. Her parkta kaç… | ✓Gölge oranı en yüksek olan parkın en çok çoc…
tur-pa-3079 | T.8.3.21 | z4 | k0 | Bizim sokakta kale, iki elektrik direğinin arasıydı. Direklerin arası ne kadarsa kale o kadardı; kimse çıkıp metreyle ölçmedi, öl… | ✓Oyun kurallarının, oynandığı yerin koşulları…
tur-pa-3080 | T.8.3.18 | z4 | k0 | Kazılarda ortaya çıkarılan küçük buluntular arasında pişmiş topraktan yapılmış hayvan biçimli figürler, içi boş ve içine taş dold… | ✓Müze rehberleri çocuklara en eski vitrini ge…
tur-pa-3041 | T.8.3.16 | z1 | k0 | Apartman girişindeki posta kutuları rastgele dizilmez. Her kutunun üstünde daire numarası yazar; dağıtıcı zarfı adrese değil, doğ… | ✓Posta kutularının numaralı ve kilitli olması…
tur-pa-3042 | T.8.3.17 | z1 | k0 | Teyzem tatilden bana bir kartpostal yolladı. Arkasında yalnızca üç satır vardı: sabahları deniz sakinmiş, akşamları rüzgâr çıkıyo… | ✓Kısa bir not da yazıldığı anı taşıdığı için …
tur-pa-3043 | T.8.3.18 | z2 | k0 | Ülkemizde kullanılan posta kodu beş rakamdan oluşur. İlk iki rakam, gönderinin gideceği ilin plaka numarasıyla aynıdır; geri kala… | ✓Hangi kurum tarafından belirlendiğine
tur-pa-3044 | T.8.3.11 | z2 | k0 | Çantayı omzuma aldığımda saat daha yediydi. Köy yoluna sapınca sis, çayırın üstünde ince bir tül gibi duruyordu. Çamurlu patikayı… | ✓Bir görüşün gerekçeleriyle savunulması
tur-pa-3045 | T.8.3.34 | z2 | k0 | Taahhütlü gönderi, kabul edildiği andan teslim edildiği ana kadar her aşaması kayda geçirilen posta türüdür. Gönderene bir takip … | ✓Tanımlama ve örneklendirme
tur-pa-3046 | T.8.3.19 | z2 | k0 | Haber güvercini, istenen her yere değil, yalnızca büyüdüğü kümese uçar. Bu yüzden güvercinci, kuşu haber gelmesini istediği nokta… | ✓Tek Yöne Uçan Haberin Hazırlığı
tur-pa-3047 | T.8.3.21 | z2 | k0 | Dedemin çekmecesinde duran zarfı ilk kez geçen yaz elime aldım. Üstündeki pulun köşesine yuvarlak bir damga basılmıştı; damganın … | ✓Damga, mektubun metninde bulunmayan bir bilg…
tur-pa-3048 | T.8.3.32 | z2 | k0 | Bir posta şubesi, geçen ay kabul ettiği gönderileri türlerine göre kaydetti. Kayıtta her türün adedi ile o türde ortalama kaç gün… | ✓En hızlı teslim edilen tür, adedi en az olan…
tur-pa-3049 | T.8.3.18 | z2 | k0 | Sınıfımız bu yıl başka bir ildeki bir ortaokulla mektup arkadaşlığı başlattı. Her birimize oradan bir arkadaş eşleştirildi. Mektu… | ✓Mektupların birlikte yollanması, posta ücret…
tur-pa-3050 | T.8.3.16 | z3 | k0 | (I) Mors alfabesinde her harf, kısa ve uzun işaretlerin belli bir dizilişiyle gösterilir; bu işaretler telgraf hattında kısa ya d… | ✓III
tur-pa-3051 | T.8.3.17 | z3 | k0 | Selin, arkadaşı Ece’ye “Yarın kütüphanede birlikte çalışalım mı?” diye yazdı. Birkaç dakika sonra cevap geldi: “Tamam.” Selin tel… | ✓Ses ve yüz ifadesi taşımayan yazılı mesajlar…
tur-pa-3052 | T.8.3.21 | z3 | k0 | Her posta şubesinde sahibine ulaşamamış küçük bir yığın vardır: adresi eksik yazılmış, taşınmış birine gönderilmiş ya da üstündek… | ✓Zarfın arkasına kendi adresinizi de yazın.
tur-pa-3053 | T.8.3.25 | z3 | k0 | Bir haberin uzak bir kente hızla ulaşması, tek bir atın hızına bağlı değildi. Yol boyunca belirli aralıklarla konak yerleri kurul… | ✓Konaklarda görev yapan biniciler, yolculuk b…
tur-pa-3054 | T.8.3.32 | z3 | k0 | Bir ortaokulda düzenlenen bilim şenliği öğrencilere dört ayrı yoldan duyuruldu: koridordaki panoya afiş asıldı, okulun internet s… | ✓5. sınıflarda en az öğrenciye ulaşan yol, 8.…
tur-pa-3055 | T.8.3.21 | z3 | k0 | Denizde iki gemi birbirinin dilini bilmek zorunda değildir. Direğe çekilen renkli bezler harfleri ve rakamları gösterir; bu karşı… | ✓Sistemin gücü, anlamın gizli değil açıkta du…
tur-pa-3056 | T.8.3.11 | z3 | k0 | Gece yarısını geçe ayrım merkezinin ışıkları sönmez. Salonun ortasında uzun bir bant, sarı bir aydınlıkta usulca akar; bandın üst… | ✓Betimleme ve açıklama
tur-pa-3057 | T.8.3.19 | z3 | k0 | On dokuzuncu yüzyılın ortalarına kadar birçok ülkede posta ücretini gönderen değil, mektubu alan öderdi. Ücret de her mektupta ay… | ✓Ücreti Gönderenin Ödediği Yeni Düzen
tur-pa-3058 | T.8.3.21 | z4 | k0 | Ayrım merkezinde iki yıl, adres okuma masasında çalıştım. Makine zarfı tarar, adresi okumaya çalışır; okuyamazsa zarfın görüntüsü… | ✓Anlatıcı, masaya düşen zarfların el yazısıyl…
tur-pa-3059 | T.8.3.18 | z4 | k0 | Deniz akıntılarını ölçmenin bugünkü yolları uydu ve şamandıradır. Bunlardan önce araştırmacılar çok daha basit bir yönteme başvur… | ✓Geri dönen kartların hangi mevsimlerde yoğun…
tur-pa-3060 | T.8.3.25 | z4 | k0 | Kalabalık bir salonda maç sürerken antrenörün sesi sahaya pek ulaşmaz; tribünün uğultusu, top sesleri ve ayakkabıların gıcırtısı … | ✓Rakip, takımın daha önce hiç çalışmadığı bir…
tur-pa-3021 | T.8.3.17 | z2 | k0 | Bu sabah kahvaltı sofrasını kurarken elim yine dört tabağa uzandı; birini sessizce dolaba geri koydum. Ablam üç gün önce üniversi… | ✓Ablasının yokluğundan duyulan özlem
tur-pa-3022 | T.8.3.25 | z3 | k0 | Bir restoratör, eski bir konağın çatısındaki kirişin ne zaman kesildiğini öğrenmek istediğinde ağacın yaşını saymakla yetinemez. … | ✓Kurak yıllarda büyüyen ağaçların odununun da…
tur-pa-3023 | T.8.3.21 | z2 | k0 | Fidan dikerken çoğu kişi küreği derine daldırmaya çalışır; oysa yeni köklerin işi aşağı inmek değil, yana yayılmaktır. Bir fidanı… | ✓çukuru derine değil, yana doğru geniş açmak …
tur-pa-3024 | T.8.3.18 | z3 | k0 | Ormana açılan her yol, iki yüzü olan bir karardır. Yolun bir yüzü korumadan yanadır: yangın çıktığında arazöz ancak bir yol varsa… | ✓Yol kıyısındaki ağaçların rüzgârla devrildiğ…
tur-pa-3025 | T.8.3.17 | z2 | k0 | Bir ormanı düzenli göstermek isteyenler önce kurumuş ağaçları keser; dikili duran kuru gövde çirkin görünür, işe yaramaz sayılır.… | ✓Ayakta bırakılan kuru gövde, yıllarca birçok…
tur-pa-3026 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-3027 | T.8.3.16 | z1 | k0 | Bir çam dalı kırıldığında gövdede açık bir yara kalır. Ağaç bu yarayı kapatmak için koyu, yapışkan bir sıvı salgılar. Reçine dene… | ✓Reçinenin ağaç yarasını kapatmadaki görevi
tur-pa-3028 | T.8.3.21 | z3 | k0 | Orman tabanına ilkbaharın ilk günlerinde inen ışık, yaz ortasında inenden kat kat fazladır. Çünkü kayın ve meşe gibi ağaçların ya… | ✓ışığın bol olduğu kısa döneme sığdırılmış bi…
tur-pa-3029 | T.8.3.18 | z2 | k0 | Bahçedeki kiraz ağacının kuruyan dalını geçen yıl ilk kez kendim kestim. Testereyi gövdeye dayayıp dümdüz bir kesik atmıştım; kom… | ✓Budamanın yılın hangi mevsiminde yapılması g…
tur-pa-3030 | T.8.3.21 | z3 | k0 | Okulun bahçesine iki yıl önce aynı türden dört fidan diktik. İkisini duvarın önüne, rüzgârdan korunaklı bir köşeye koyduk; ötekil… | ✓Korunarak büyüyen fidanın hızlı uzasa da day…
tur-pa-3031 | T.8.3.32 | z3 | k0 | Bir araştırma ekibi, aynı yamacın yan yana duran iki bölümünde yağış sonrası akan suyu ölçtü. Birinci bölümde orman tabanı, yılla… | ✓Ölü örtünün yıl boyunca dere debisini nasıl …
tur-pa-3032 | T.8.3.17 | z2 | k0 | Bir ortaokulun bahçesinde, spor salonu ile kantin arasındaki çimenliğin ortasından her yıl çıplak bir iz geçiyordu. İz, iki kapıy… | ✓İnsanların gerçek davranışını esas alan düze…
tur-pa-3033 | T.8.3.11 | z3 | k0 | Ormanda yan yana duran iki ağaç, kışı bambaşka yollarla geçirir. Kayın, sonbaharda yapraklarını tek tek bırakır ve kışı çıplak da… | ✓Açıklayıcı anlatım kullanılmış, iki ağacın k…
tur-pa-3034 | T.8.3.19 | z2 | k0 | Bahçesine ceviz diken biri, birkaç yıl sonra ağacın altındaki sebzelerin cılız kaldığını fark eder. Gölge ilk akla gelen açıklama… | ✓Cevizin Toprağa Çizdiği Görünmez Sınır
tur-pa-3035 | T.8.3.21 | z3 | k0 | Metro istasyonlarında, kaldırımlarda ve yaya geçitlerinin başında zemine döşenmiş kabartmalı şeritler görürsün. Bu şeritler, görm… | ✓önde bir tehlike bulunduğunu, orada durup di…
tur-pa-3036 | T.8.3.34 | z3 | k0 | Meşe her yıl aynı miktarda palamut vermez. Bir ormanda on yıl boyunca tutulan sayımlar bunu açıkça gösteriyor: kimi yıl bir ağacı… | ✓Karşılaştırma ve sayısal verilerden yararlan…
tur-pa-3037 | T.8.3.32 | z4 | k0 | Ormancılıkta bir ağacın kalınlığı gelişigüzel bir yerden değil, yerden 1,30 metre yükseklikten ölçülür; buna göğüs yüksekliği çap… | ✓L ağacının K ağacından daha yaşlı bir ağaç o…
tur-pa-3038 | T.8.3.25 | z4 | k0 | Yol kenarına dikilen bir sıra ağacın gürültüyü kestiğine hepimiz inanırız. Ölçüm aletleri bu inancı yalnızca kısmen doğrular. Tek… | ✓Ağacın gürültüye etkisinin ölçülen düşüşten …
tur-pa-3039 | T.8.3.17 | z4 | k0 | I. Metin Mani, halk şiirimizin en kısa türlerinden biridir. Çoğunlukla yedi heceli dört dizeden oluşur; birinci, ikinci ve dördün… | ✓Sınırlı imkânlar insanı daha özgün çözümler …
tur-pa-3040 | T.8.3.19 | z1 | k0 | Yazın ilk sıcaklarıyla birlikte tepedeki kule doluyor. İçerideki gözcü gün boyu ufku tarıyor; aradığı alev değil, ağaçların üstün… | ✓Ormanda Dumanı İlk Gören Göz
tur-pa-9101 | T.8.3.16 | z1 | k0 | Piyanoda takıldığım bölümleri metronomla çalışırım. Metronom, eşit aralıklarla tıkırtı çıkararak tempo tutan küçük bir alettir; s… | ✓Metronom temposunun ayarlanma biçimi ve çalı…
tur-pa-9102 | T.8.3.17 | z1 | k0 | Basketbol takımına girdiğim yıl antrenmanlarda en çok üç sayı atışı çalıştım; maçlarda da elim hep oraya gitti. Antrenörüm bunu ş… | ✓Maçtaki oyunu, antrenmanda en çok tekrarlana…
tur-pa-9103 | T.8.3.18 | z1 | k0 | Deniz fenerinin bütün işi görünmektir; gizlenecek bir yanı yoktur. Kulesi yüksek yapılır ki ışığı uzaktan seçilsin. Işık sürekli … | ✓Işığının hangi renkte yandığına
tur-pa-9104 | T.8.3.19 | z1 | k0 | Selin’e küçük gelen kaban, komşunun oğluna gitti. Bisikleti bir başkasına, kitapları okul kitaplığına. Selin bu eşyaların hiçbiri… | ✓Atılmayan Eşyanın İkinci Hayatı
tur-pa-9105 | T.8.3.11 | z1 | k0 | Pazara tek başıma ilk kez geçen cumartesi gittim. Girişte bir an durdum, hangi sıradan başlayacağıma karar verdim. Cebimdeki kâğı… | ✓Öyküleme
tur-pa-9106 | T.8.3.16 | z1 | k0 | Çiçeklerin hepsi aynı saatte açmaz. Gündüz açan çiçekler çoğunlukla canlı renklidir; arıları ve kelebekleri renkleriyle çağırır. … | ✓Gündüz ve gece açan çiçeklerin çağırma biçim…
tur-pa-9107 | T.8.3.34 | z1 | k0 | Nakitle ödemek ile kartla ödemek aynı işi iki ayrı biçimde yapar. Nakitte para elden çıkar; cüzdan hafifledikçe ne kadar harcadığ… | ✓Karşılaştırma
tur-pa-9108 | T.8.3.17 | z1 | k0 | Okul korosunda üç yıldır söylüyorum. Yeni gelenler hep şunu sorar: “Sesimi nasıl saklarım?” Oysa koroda saklanacak ses yoktur; he… | ✓Koroda ses saklanmaz; herkes kendi sesini ol…
tur-pa-9109 | T.8.3.25 | z1 | k0 | Bir ortaokulda sabahları bahçe kapısında sıkışma yaşanıyordu. Herkes aynı dakikada geldiği için kapı tıkanıyor, ilk ders geç başl… | ✓Geçişler zamana yayılınca kapıdaki tıkanma t…
tur-pa-9110 | T.8.3.18 | z1 | k0 | Banknotlar sıradan kâğıda basılmaz. Kullanılan kâğıt pamuk liflerinden yapılır; bu yüzden cepte yıkansa bile kolay kolay dağılmaz… | ✓Üzerlerindeki resimlerin hangi ölçüte göre s…
